track_id,artist_name,title,release,year,duration,tempo,loudness,key,mode,tags_json,tag_count,artist_mbid,song_id,has_msd,has_lastfm,has_musicbrainz
TRAAABD128F429CF47,The Box Tops,Soul Deep,Dimensions,1969,148.035460,121.274000,-9.843000,6,0,"[{""tag"":""60s"",""weight"":100.0},{""tag"":""soul"",""weight"":52.0},{""tag"":""pop"",""weight"":41.0},{""tag"":""male vocalists"",""weight"":35.0},{""tag"":""rock"",""weight"":35.0},{""tag"":""oldies"",""weight"":29.0},{""tag"":""1969"",""weight"":23.0},{""tag"":""1960s"",""weight"":11.0},{""tag"":""close harmony"",""weight"":11.0},{""tag"":""1960's"",""weight"":5.0},{""tag"":""60's"",""weight"":5.0},{""tag"":""60s gold"",""weight"":5.0},{""tag"":""beautiful"",""weight"":5.0},{""tag"":""gh10"",""weight"":5.0},{""tag"":""jukebox heaven"",""weight"":5.0},{""tag"":""love"",""weight"":5.0},{""tag"":""perwinger"",""weight"":5.0},{""tag"":""radiotsar approved"",""weight"":5.0},{""tag"":""sixties"",""weight"":5.0},{""tag"":""the box tops - soul deep"",""weight"":5.0},{""tag"":""classic rock"",""weight"":0.0},{""tag"":""soul deep"",""weight"":0.0},{""tag"":""the box tops"",""weight"":0.0}]",23,1c78ab62-db33-4433-8d0b-7c8dcf1849c2,SOCIWDW12A8C13D406,1,1,1
TRAAAEF128F4273421,Adam Ant,Something Girls,Friend Or Foe,1982,233.403630,119.293000,-9.013000,0,1,"[{""tag"":""new wave"",""weight"":100.0},{""tag"":""80s"",""weight"":66.0},{""tag"":""freedom"",""weight"":33.0},{""tag"":""strangeromanticdeadrockcave"",""weight"":33.0}]",4,e188a520-9cb7-4f73-a3d7-2f70c6538e92,SONHOTT12A8C13493C,1,1,1
TRAAARJ128F9320760,Planet P Project,Pink World,Pink World,1984,269.818320,86.643000,-13.496000,4,1,"[{""tag"":""bra2"",""weight"":100.0},{""tag"":""prog rock"",""weight"":100.0},{""tag"":""progressive rock"",""weight"":100.0},{""tag"":""titletracks"",""weight"":100.0}]",4,19d232b9-b4d7-4dc8-b259-bf65efb655b1,SOIAZJW12AB01853F1,1,1,1
TRAABLR128F423B7E3,Blue Rodeo,Floating,Outskirts,1987,491.127710,119.826000,-8.576000,7,1,"[{""tag"":""blues"",""weight"":100.0},{""tag"":""canadian"",""weight"":100.0},{""tag"":""classic rock"",""weight"":100.0},{""tag"":""country"",""weight"":100.0},{""tag"":""fave"",""weight"":100.0},{""tag"":""present participle"",""weight"":100.0},{""tag"":""singer-songwriter"",""weight"":100.0},{""tag"":""the word float"",""weight"":100.0}]",8,6b52e1be-f27a-433c-b51a-3f2d63abc2ba,SOHUOAP12A8AE488E9,1,1,1
TRAABVM128F92CA9DC,Tesla,Caught In A Dream,Gold,2004,290.298320,150.062000,-5.271000,7,1,"[{""tag"":""hard rock"",""weight"":100.0},{""tag"":""rock"",""weight"":44.0},{""tag"":""tesla"",""weight"":44.0},{""tag"":""classic rock"",""weight"":33.0},{""tag"":""chillout"",""weight"":22.0},{""tag"":""chillout rock"",""weight"":22.0},{""tag"":""favorite"",""weight"":22.0},{""tag"":""hair metal"",""weight"":22.0},{""tag"":""love"",""weight"":22.0},{""tag"":""rockme"",""weight"":22.0},{""tag"":""00s"",""weight"":11.0},{""tag"":""80s hair metal"",""weight"":11.0},{""tag"":""adoro questa canzone mi da un senso di liberta pazzesca"",""weight"":11.0},{""tag"":""alternative times"",""weight"":11.0},{""tag"":""awesome"",""weight"":11.0},{""tag"":""baladas rock"",""weight"":11.0},{""tag"":""blues rock"",""weight"":11.0},{""tag"":""dream"",""weight"":11.0},{""tag"":""favorite artists"",""weight"":11.0},{""tag"":""favorites"",""weight"":11.0},{""tag"":""glam metal"",""weight"":11.0},{""tag"":""great lyrics"",""weight"":11.0},{""tag"":""gw hard rock"",""weight"":11.0},{""tag"":""heavy metal"",""weight"":11.0},{""tag"":""its a long way to the top"",""weight"":11.0},{""tag"":""metal"",""weight"":11.0},{""tag"":""mis favoritas"",""weight"":11.0},{""tag"":""my music"",""weight"":11.0},{""tag"":""rock ballads"",""weight"":11.0},{""tag"":""power ballad"",""weight"":0.0}]",30,eeacb319-8d4c-48e0-80a0-944e71c375bf,SOXLBJT12A8C140925,1,1,1
TRAACER128F4290F96,The Dillinger Escape Plan,Setting Fire to Sleeping Giants,Miss Machine,2004,207.777510,166.862000,-4.264000,7,1,"[{""tag"":""mathcore"",""weight"":100.0},{""tag"":""hardcore"",""weight"":49.0},{""tag"":""experimental"",""weight"":41.0},{""tag"":""metalcore"",""weight"":37.0},{""tag"":""metal"",""weight"":35.0},{""tag"":""jazz"",""weight"":15.0},{""tag"":""math metal"",""weight"":15.0},{""tag"":""progressive metal"",""weight"":9.0},{""tag"":""favorite"",""weight"":5.0},{""tag"":""favorites"",""weight"":5.0},{""tag"":""favourite"",""weight"":5.0},{""tag"":""jazzcore"",""weight"":5.0},{""tag"":""post-hardcore"",""weight"":5.0},{""tag"":""chaotic hardcore"",""weight"":3.0},{""tag"":""emo"",""weight"":3.0},{""tag"":""experimental metal"",""weight"":3.0},{""tag"":""guysfuckinrule"",""weight"":3.0},{""tag"":""melodic"",""weight"":3.0},{""tag"":""music to kill homeless people to"",""weight"":3.0},{""tag"":""post-core"",""weight"":3.0},{""tag"":""post-rock"",""weight"":3.0},{""tag"":""progressive mathcore"",""weight"":3.0},{""tag"":""screamo"",""weight"":3.0},{""tag"":""technical metal"",""weight"":3.0},{""tag"":"":4star"",""weight"":1.0},{""tag"":""adrenaline"",""weight"":1.0},{""tag"":""album makers"",""weight"":1.0},{""tag"":""alicemugshot"",""weight"":1.0},{""tag"":""alicemugshot-orange"",""weight"":1.0},{""tag"":""amazing"",""weight"":1.0},{""tag"":""avant-garde metal"",""weight"":1.0},{""tag"":""avantgardistischer metalcore"",""weight"":1.0},{""tag"":""awesome"",""weight"":1.0},{""tag"":""bands that i should listen to more"",""weight"":1.0},{""tag"":""beautiful"",""weight"":1.0},{""tag"":""best songs ever"",""weight"":1.0},{""tag"":""brilliant sleek mathcore with a little pinch of spazz and unavoidable genius interference"",""weight"":1.0},{""tag"":""bubu label"",""weight"":1.0},{""tag"":""calculus"",""weight"":1.0},{""tag"":""choon"",""weight"":1.0},{""tag"":""choon of the highest calibre"",""weight"":1.0},{""tag"":""clean vocals"",""weight"":1.0},{""tag"":""cock suckers delight"",""weight"":1.0},{""tag"":""contains one of the greatest moments in music history"",""weight"":1.0},{""tag"":""energetic"",""weight"":1.0},{""tag"":""exhilarating"",""weight"":1.0},{""tag"":""experemental"",""weight"":1.0},{""tag"":""experimental rock"",""weight"":1.0},{""tag"":""fucking awesome"",""weight"":1.0},{""tag"":""fucking good music"",""weight"":1.0},{""tag"":""genrelessimo"",""weight"":1.0},{""tag"":""go out and kick some ass"",""weight"":1.0},{""tag"":""godlike genius"",""weight"":1.0},{""tag"":""good7"",""weight"":1.0},{""tag"":""good9"",""weight"":1.0},{""tag"":""grindcore"",""weight"":1.0},{""tag"":""heavy"",""weight"":1.0},{""tag"":""in your face"",""weight"":1.0},{""tag"":""independent metal"",""weight"":1.0},{""tag"":""indie metal"",""weight"":1.0},{""tag"":""jeas-reinhoer-ok"",""weight"":1.0},{""tag"":""kick ass"",""weight"":1.0},{""tag"":""living rope favorites"",""weight"":1.0},{""tag"":""math-metal"",""weight"":1.0},{""tag"":""mathmetal"",""weight"":1.0},{""tag"":""melodic hardcore"",""weight"":1.0},{""tag"":""more fun than a stick in the eye"",""weight"":1.0},{""tag"":""muka muka"",""weight"":1.0},{""tag"":""music to dance to"",""weight"":1.0},{""tag"":""my favorites"",""weight"":1.0},{""tag"":""not emo"",""weight"":1.0},{""tag"":""orgasssssm"",""weight"":1.0},{""tag"":""pop"",""weight"":1.0},{""tag"":""porgcore"",""weight"":1.0},{""tag"":""post hardcore"",""weight"":1.0},{""tag"":""prog core"",""weight"":1.0},{""tag"":""progressive"",""weight"":1.0},{""tag"":""prosto pizdec"",""weight"":1.0},{""tag"":""pwnage"",""weight"":1.0},{""tag"":""riff"",""weight"":1.0},{""tag"":""rock"",""weight"":1.0},{""tag"":""running music"",""weight"":1.0},{""tag"":""sandwich"",""weight"":1.0},{""tag"":""sex"",""weight"":1.0},{""tag"":""she loves the hash"",""weight"":1.0},{""tag"":""songs i would rock out in my room to"",""weight"":1.0},{""tag"":""songs to wake up to"",""weight"":1.0},{""tag"":""spazz-out favorites"",""weight"":1.0},{""tag"":""still sound like a revelation"",""weight"":1.0},{""tag"":""tech metal"",""weight"":1.0},{""tag"":""technical"",""weight"":1.0},{""tag"":""technische metalcore"",""weight"":1.0},{""tag"":""temita"",""weight"":1.0},{""tag"":""this is how guitars are supposed to sound"",""weight"":1.0},{""tag"":""thrashcore"",""weight"":1.0},{""tag"":""thursday"",""weight"":1.0},{""tag"":""truly great"",""weight"":1.0},{""tag"":""uplifting"",""weight"":1.0},{""tag"":""warmdeath"",""weight"":1.0},{""tag"":""weeklytops"",""weight"":1.0}]",100,1bc41dff-5397-4c53-bb50-469d2c277197,SOBBUGU12A8C13E95D,1,1,1
TRAADLN128F14832E9,The Rolling Stones,Angie (1993 Digital Remaster),Jump Back - The Best Of The Rolling Stones_ '71-'93,0,271.490160,139.333000,-10.358000,9,0,"[{""tag"":""classic rock"",""weight"":100.0},{""tag"":""rock"",""weight"":61.0},{""tag"":""70s"",""weight"":43.0},{""tag"":""the rolling stones"",""weight"":40.0},{""tag"":""ballad"",""weight"":30.0},{""tag"":""british"",""weight"":12.0},{""tag"":""angie"",""weight"":9.0},{""tag"":""oldies"",""weight"":9.0},{""tag"":""rolling stones"",""weight"":9.0},{""tag"":""60s"",""weight"":8.0},{""tag"":""rock ballads"",""weight"":7.0},{""tag"":""beautiful"",""weight"":6.0},{""tag"":""love"",""weight"":6.0},{""tag"":""rock ballad"",""weight"":6.0},{""tag"":""1973"",""weight"":4.0},{""tag"":""blues"",""weight"":4.0},{""tag"":""favorites"",""weight"":4.0},{""tag"":""romantic"",""weight"":4.0},{""tag"":""ballads"",""weight"":3.0},{""tag"":""blues rock"",""weight"":3.0},{""tag"":""classic"",""weight"":3.0},{""tag"":""male vocalists"",""weight"":3.0},{""tag"":""sad"",""weight"":3.0},{""tag"":""best songs ever"",""weight"":2.0},{""tag"":""genius"",""weight"":2.0},{""tag"":""guitar"",""weight"":2.0},{""tag"":""hard rock"",""weight"":2.0},{""tag"":""legendary"",""weight"":2.0},{""tag"":""melancholy"",""weight"":2.0},{""tag"":""pop"",""weight"":2.0},{""tag"":""rock and roll"",""weight"":2.0},{""tag"":""stones"",""weight"":2.0},{""tag"":""what a voice"",""weight"":2.0},{""tag"":""80s"",""weight"":1.0},{""tag"":""acoustic"",""weight"":1.0},{""tag"":""best"",""weight"":1.0},{""tag"":""fucking brilliant"",""weight"":1.0},{""tag"":""golden oldies"",""weight"":1.0},{""tag"":""layers upon layers of beauty"",""weight"":1.0},{""tag"":""love rock"",""weight"":1.0},{""tag"":""love song"",""weight"":1.0},{""tag"":""love songs"",""weight"":1.0},{""tag"":""lovely"",""weight"":1.0},{""tag"":""male vocalist"",""weight"":1.0},{""tag"":""melancholic"",""weight"":1.0},{""tag"":""memories"",""weight"":1.0},{""tag"":""names"",""weight"":1.0},{""tag"":""piano"",""weight"":1.0},{""tag"":""pure magic"",""weight"":1.0},{""tag"":""required listening"",""weight"":1.0},{""tag"":""slow"",""weight"":1.0},{""tag"":""soft rock"",""weight"":1.0},{""tag"":""this stuff could move mountains"",""weight"":1.0},{""tag"":""truly timeless"",""weight"":1.0},{""tag"":""718 love"",""weight"":0.0},{""tag"":""all time favourites"",""weight"":0.0},{""tag"":""amour"",""weight"":0.0},{""tag"":""awesome"",""weight"":0.0},{""tag"":""balada"",""weight"":0.0},{""tag"":""baladas"",""weight"":0.0},{""tag"":""bittersweet"",""weight"":0.0},{""tag"":""blue"",""weight"":0.0},{""tag"":""break up"",""weight"":0.0},{""tag"":""british invasion"",""weight"":0.0},{""tag"":""british rock"",""weight"":0.0},{""tag"":""delphine"",""weight"":0.0},{""tag"":""downtempo"",""weight"":0.0},{""tag"":""dreamy"",""weight"":0.0},{""tag"":""easy listening"",""weight"":0.0},{""tag"":""england"",""weight"":0.0},{""tag"":""evergreen"",""weight"":0.0},{""tag"":""favourite"",""weight"":0.0},{""tag"":""favourite songs"",""weight"":0.0},{""tag"":""favourites"",""weight"":0.0},{""tag"":""favs"",""weight"":0.0},{""tag"":""goats head soup"",""weight"":0.0},{""tag"":""good"",""weight"":0.0},{""tag"":""great"",""weight"":0.0},{""tag"":""great song"",""weight"":0.0},{""tag"":""love music"",""weight"":0.0},{""tag"":""male"",""weight"":0.0},{""tag"":""mellow"",""weight"":0.0},{""tag"":""my soundtrack"",""weight"":0.0},{""tag"":""party"",""weight"":0.0},{""tag"":""perfect"",""weight"":0.0},{""tag"":""q4jslfm"",""weight"":0.0},{""tag"":""reflective"",""weight"":0.0},{""tag"":""relax"",""weight"":0.0},{""tag"":""rock like it should be"",""weight"":0.0},{""tag"":""rock n roll"",""weight"":0.0},{""tag"":""sexy"",""weight"":0.0},{""tag"":""soft"",""weight"":0.0},{""tag"":""soft music"",""weight"":0.0},{""tag"":""the best"",""weight"":0.0},{""tag"":""the best of rock"",""weight"":0.0},{""tag"":""the rolling stones - angie"",""weight"":0.0},{""tag"":""tiadoro zuando legal wus"",""weight"":0.0},{""tag"":""top 2000"",""weight"":0.0},{""tag"":""top 40"",""weight"":0.0},{""tag"":""uk"",""weight"":0.0}]",100,b071f9fa-14b0-4217-8e97-eb41da73f598,SONQBUB12A6D4F8ED0,1,1,1
TRAADNA128F9331246,Stevie Ray Vaughan,Crossfire,Greatest Hits,1992,248.789750,116.721000,-7.805000,1,1,"[{""tag"":""blues"",""weight"":100.0},{""tag"":""blues rock"",""weight"":96.0},{""tag"":""rock"",""weight"":40.0},{""tag"":""guitar"",""weight"":29.0},{""tag"":""classic rock"",""weight"":19.0},{""tag"":""awesome guitar jams"",""weight"":17.0},{""tag"":""stevie ray vaughan"",""weight"":14.0},{""tag"":""texas blues"",""weight"":14.0},{""tag"":""blues-rock"",""weight"":10.0},{""tag"":""festa"",""weight"":8.0},{""tag"":""usa hot mainstream rock tracks number one hit"",""weight"":8.0},{""tag"":""guitar virtuoso"",""weight"":7.0},{""tag"":""allboutguitar"",""weight"":5.0},{""tag"":""electric blues"",""weight"":5.0},{""tag"":""eric clapton"",""weight"":5.0},{""tag"":""male vocalist"",""weight"":5.0},{""tag"":""rustica blues"",""weight"":5.0},{""tag"":""texas"",""weight"":5.0},{""tag"":""bluesrock"",""weight"":3.0},{""tag"":""classic"",""weight"":3.0},{""tag"":""classic rock style"",""weight"":3.0},{""tag"":""hard rock"",""weight"":3.0},{""tag"":""jam bands"",""weight"":3.0},{""tag"":""pop"",""weight"":3.0},{""tag"":""rhythm n blues"",""weight"":3.0},{""tag"":""rock n roll"",""weight"":3.0},{""tag"":""week end party"",""weight"":3.0},{""tag"":""70s"",""weight"":1.0},{""tag"":""american"",""weight"":1.0},{""tag"":""andyr1957"",""weight"":1.0},{""tag"":""awesome"",""weight"":1.0},{""tag"":""bal76b"",""weight"":1.0},{""tag"":""bass list"",""weight"":1.0},{""tag"":""berlin"",""weight"":1.0},{""tag"":""boogie"",""weight"":1.0},{""tag"":""brain2brain"",""weight"":1.0},{""tag"":""chillin"",""weight"":1.0},{""tag"":""dad"",""weight"":1.0},{""tag"":""dance"",""weight"":1.0},{""tag"":""favourite songs i dont have"",""weight"":1.0},{""tag"":""gitarrenunterricht"",""weight"":1.0},{""tag"":""gitarrenunterricht berlin"",""weight"":1.0},{""tag"":""gitarrenunterricht in karlsruhe"",""weight"":1.0},{""tag"":""great"",""weight"":1.0},{""tag"":""greatest hits"",""weight"":1.0},{""tag"":""guitar gods"",""weight"":1.0},{""tag"":""guitar hero"",""weight"":1.0},{""tag"":""imprezowe"",""weight"":1.0},{""tag"":""jam"",""weight"":1.0},{""tag"":""karlsruhe"",""weight"":1.0},{""tag"":""kim-queenmix"",""weight"":1.0},{""tag"":""kytara"",""weight"":1.0},{""tag"":""laid back"",""weight"":1.0},{""tag"":""male vocalists"",""weight"":1.0},{""tag"":""maschi"",""weight"":1.0},{""tag"":""maschio"",""weight"":1.0},{""tag"":""memphis"",""weight"":1.0},{""tag"":""moja djecica"",""weight"":1.0},{""tag"":""monstermufucka"",""weight"":1.0},{""tag"":""mooi"",""weight"":1.0},{""tag"":""non-blues"",""weight"":1.0},{""tag"":""non-easy-listening"",""weight"":1.0},{""tag"":""non-pop"",""weight"":1.0},{""tag"":""non-texas-blues"",""weight"":1.0},{""tag"":""occhi a cuoricino"",""weight"":1.0},{""tag"":""one star"",""weight"":1.0},{""tag"":""oozzoozzmmsskk"",""weight"":1.0},{""tag"":""radio berlin"",""weight"":1.0},{""tag"":""radio karlsruhe"",""weight"":1.0},{""tag"":""radyo odtu"",""weight"":1.0},{""tag"":""relaxing"",""weight"":1.0},{""tag"":""reminds me of phil"",""weight"":1.0},{""tag"":""slgdmbestof"",""weight"":1.0},{""tag"":""sr vaughan crossfire"",""weight"":1.0},{""tag"":""stevie ray vaughn"",""weight"":1.0},{""tag"":""taras favourite tracks"",""weight"":1.0},{""tag"":""texas blues-rock"",""weight"":1.0},{""tag"":""voce maschile"",""weight"":1.0},{""tag"":""voci maschili"",""weight"":1.0},{""tag"":""work jams"",""weight"":1.0},{""tag"":""3-star"",""weight"":0.0},{""tag"":""blue blues"",""weight"":0.0},{""tag"":""classica"",""weight"":0.0},{""tag"":""crossfire"",""weight"":0.0},{""tag"":""easy listening"",""weight"":0.0},{""tag"":""guitarartist"",""weight"":0.0},{""tag"":""lauf"",""weight"":0.0},{""tag"":""mj-lurrrvved tunage"",""weight"":0.0},{""tag"":""pop life"",""weight"":0.0},{""tag"":""rustycanuckarchive"",""weight"":0.0},{""tag"":""rustycanuckloved"",""weight"":0.0},{""tag"":""seen live"",""weight"":0.0},{""tag"":""southern blues rock"",""weight"":0.0},{""tag"":""southern rock"",""weight"":0.0},{""tag"":""stevie"",""weight"":0.0},{""tag"":""sweet"",""weight"":0.0},{""tag"":""tulsa swingdance club"",""weight"":0.0},{""tag"":""west coast swing"",""weight"":0.0},{""tag"":""wrif-fm"",""weight"":0.0},{""tag"":""ws2010 - 7"",""weight"":0.0}]",100,f5426431-f490-4678-ad44-a75c71097bb4,SOTSEJY12AB0180F56,1,1,1
TRAADQX128F422B4CF,Casiotone For The Painfully Alone,Nashville Parthenon,Etiquette,2006,175.725260,141.919000,-10.930000,0,1,"[{""tag"":""lo-fi"",""weight"":100.0},{""tag"":""indie"",""weight"":69.0},{""tag"":""electronic"",""weight"":46.0},{""tag"":""indietronica"",""weight"":46.0},{""tag"":""8-bit"",""weight"":30.0},{""tag"":""chill"",""weight"":23.0},{""tag"":""casio"",""weight"":15.0},{""tag"":""casiotone"",""weight"":15.0},{""tag"":""emotionless emotion"",""weight"":15.0},{""tag"":""experimental"",""weight"":15.0},{""tag"":""perfect for lately"",""weight"":15.0},{""tag"":""the desperate kingdom of love"",""weight"":15.0},{""tag"":""00s"",""weight"":7.0},{""tag"":""about me"",""weight"":7.0},{""tag"":""altparty"",""weight"":7.0},{""tag"":""american"",""weight"":7.0},{""tag"":""autoilumusaa"",""weight"":7.0},{""tag"":""beautiful"",""weight"":7.0},{""tag"":""brings back memories"",""weight"":7.0},{""tag"":""chasing the mean reds"",""weight"":7.0},{""tag"":""chillout"",""weight"":7.0},{""tag"":""cities"",""weight"":7.0},{""tag"":""cute cute cute"",""weight"":7.0},{""tag"":""dancing in my undies"",""weight"":7.0},{""tag"":""dawardochnoch"",""weight"":7.0},{""tag"":""daytrotter"",""weight"":7.0},{""tag"":""drum machine"",""weight"":7.0},{""tag"":""electro-pop"",""weight"":7.0},{""tag"":""emotional"",""weight"":7.0},{""tag"":""esoteric"",""weight"":7.0},{""tag"":""folktronic"",""weight"":7.0},{""tag"":""fotmp temp"",""weight"":7.0},{""tag"":""gayyyyy"",""weight"":7.0},{""tag"":""happy"",""weight"":7.0},{""tag"":""hearts"",""weight"":7.0},{""tag"":""hmm sodermanland"",""weight"":7.0},{""tag"":""ifpopdidntmeanbritneyspears"",""weight"":7.0},{""tag"":""im going to get on my bicycle and not stop until i find somewhere nicer than here"",""weight"":7.0},{""tag"":""indie pop"",""weight"":7.0},{""tag"":""indieindieindie"",""weight"":7.0},{""tag"":""keyboards"",""weight"":7.0},{""tag"":""liberace gay"",""weight"":7.0},{""tag"":""love"",""weight"":7.0},{""tag"":""male vocalist"",""weight"":7.0},{""tag"":""male vocals"",""weight"":7.0},{""tag"":""neat"",""weight"":7.0},{""tag"":""pop"",""weight"":7.0},{""tag"":""prda"",""weight"":7.0},{""tag"":""pretty cool"",""weight"":7.0},{""tag"":""quirky"",""weight"":7.0},{""tag"":""re"",""weight"":7.0},{""tag"":""sickkk"",""weight"":7.0},{""tag"":""sing"",""weight"":7.0},{""tag"":""so fucking cute"",""weight"":7.0},{""tag"":""songs from 2006"",""weight"":7.0},{""tag"":""tomlab"",""weight"":7.0},{""tag"":""top song"",""weight"":7.0},{""tag"":""toytronica"",""weight"":7.0},{""tag"":""twee"",""weight"":7.0},{""tag"":""usa"",""weight"":7.0},{""tag"":""vool"",""weight"":7.0},{""tag"":""weird"",""weight"":7.0},{""tag"":""zeromusic"",""weight"":7.0},{""tag"":""crazy cute"",""weight"":0.0},{""tag"":""electro"",""weight"":0.0},{""tag"":""nostalgia"",""weight"":0.0}]",66,73d882c7-1146-4012-a61b-a3b2c11fce2f,SOTUNMH12A6D4FA3E6,1,1,1
TRAADRN128F932D607,Ec8or,Cocain Ducks,Ec8or,1995,217.233830,95.596000,-9.493000,10,0,"[{""tag"":""digital hardcore"",""weight"":100.0},{""tag"":""electro punk"",""weight"":50.0},{""tag"":""electronic"",""weight"":50.0},{""tag"":""breakcore"",""weight"":33.0},{""tag"":""dnb"",""weight"":33.0},{""tag"":""drum and bass"",""weight"":33.0},{""tag"":""drum n bass"",""weight"":33.0},{""tag"":""duo"",""weight"":33.0},{""tag"":""ec8or"",""weight"":33.0},{""tag"":""ec8or - cocaine ducks"",""weight"":33.0},{""tag"":""electro"",""weight"":33.0},{""tag"":""electro rock"",""weight"":33.0},{""tag"":""electronic rock"",""weight"":33.0},{""tag"":""electronica"",""weight"":33.0},{""tag"":""electropunk"",""weight"":33.0},{""tag"":""female vocalist"",""weight"":33.0},{""tag"":""german"",""weight"":33.0},{""tag"":""goth"",""weight"":33.0},{""tag"":""goth rock"",""weight"":33.0},{""tag"":""hip-hop-inspired"",""weight"":33.0},{""tag"":""jungle"",""weight"":33.0},{""tag"":""punk rock"",""weight"":33.0},{""tag"":""rock"",""weight"":33.0},{""tag"":""1990s"",""weight"":16.0},{""tag"":""1995"",""weight"":16.0},{""tag"":""aclass"",""weight"":16.0},{""tag"":""amazing"",""weight"":16.0},{""tag"":""berlin"",""weight"":16.0},{""tag"":""breakbeat"",""weight"":16.0},{""tag"":""co"",""weight"":16.0},{""tag"":""cobra killer"",""weight"":16.0},{""tag"":""cyberpunk"",""weight"":16.0},{""tag"":""dance"",""weight"":16.0},{""tag"":""deutsch"",""weight"":16.0},{""tag"":""digital"",""weight"":16.0},{""tag"":""dj"",""weight"":16.0},{""tag"":""electro-goth"",""weight"":16.0},{""tag"":""electro-industrial"",""weight"":16.0},{""tag"":""gabber"",""weight"":16.0},{""tag"":""germany"",""weight"":16.0},{""tag"":""hardcore"",""weight"":16.0},{""tag"":""hardcore punk"",""weight"":16.0},{""tag"":""industrial"",""weight"":16.0},{""tag"":""industrial electro"",""weight"":16.0},{""tag"":""industrial metal"",""weight"":16.0},{""tag"":""lemonbabies"",""weight"":16.0},{""tag"":""lo-fi"",""weight"":16.0},{""tag"":""music producer"",""weight"":16.0},{""tag"":""musical journey"",""weight"":16.0},{""tag"":""noise"",""weight"":16.0},{""tag"":""power noise"",""weight"":16.0},{""tag"":""punk"",""weight"":16.0},{""tag"":""techno-inspired"",""weight"":16.0}]",53,168e3ccd-91f5-480c-970a-b35171c71164,SOEPPKB12AB018418B,1,1,1
